img1_idx,img2_idx,sum
878,53172,8
19392,38626,13
15178,3582,7
24717,53017,2
10993,7904,12
16290,16508,5
45053,53080,8
45159,12214,10
58069,11230,11
23427,42801,7
42972,56227,10
32552,53680,18
24647,32550,1
4338,16149,16
374,47167,9
8663,46502,11
4293,57887,2
13880,49481,5
5766,56164,9
45025,9671,4
47602,19692,11
54589,55909,10
47236,7040,2
55068,53168,10
5783,54749,16
28478,9663,8
22069,46893,4
43332,382,2
23670,17315,6
21088,4160,2
35785,5574,10
38535,24234,14
1812,4156,7
31439,55720,13
15449,43599,10
23918,53520,13
9914,42608,0
25815,13325,9
34507,3582,6
28335,43717,5
3148,17364,16
52535,21786,18
3626,16474,3
40653,29441,8
34241,7580,7
48832,21350,7
20805,46580,9
16404,55749,4
46736,34206,4
43555,15425,14
2951,21319,8
15691,33053,13
20748,17124,2
31516,27634,7
57201,9868,3
53909,40685,15
1643,55480,16
39796,36931,4
24877,33477,6
8338,45505,5
58790,17736,9
24250,36465,12
15996,52292,13
21630,42303,5
45833,44814,6
13683,43718,13
22431,44753,10
36686,7927,11
59662,29318,14
55552,58393,11
29700,2205,10
14118,43480,3
41318,14499,8
17750,35728,8
7519,38001,15
55789,28740,2
27207,28455,6
58605,49117,9
48987,56213,11
40648,56109,7
10571,54658,7
23229,22552,11
31428,13489,11
29533,52820,15
41056,11590,5
48986,11091,2
12647,3962,2
44085,31165,9
6136,7441,16
10259,51891,8
36451,7223,3
47839,28916,5
15671,46446,7
46691,22056,6
14621,15933,5
56,32929,6
31330,52984,8
45692,20432,10
16401,27383,16
10455,22249,3
5464,54341,8
22628,32495,4
5890,31780,3
53616,20781,15
8414,5919,8
23961,30927,6
18202,18444,5
28920,9564,10
27699,26911,9
41258,16050,6
34231,39572,9
49873,49347,8
31035,7575,16
46807,25993,6
56456,34077,2
41991,6963,10
13508,18030,5
16361,12164,10
38559,37649,3
17524,21585,12
58687,55284,15
48696,21118,10
10799,36964,16
10458,53802,6
1617,6327,8
32213,32695,6
42556,8869,9
10359,25473,9
3441,20390,5
992,53465,10
29847,50734,14
42263,10822,9
55609,5133,1
13856,32964,7
47524,39342,8
52059,32673,7
9963,59155,0
2317,17492,8
4761,31150,10
44690,23788,7
29280,42344,17
12371,12499,2
15566,44213,4
35519,5632,13
42222,895,12
9899,15110,10
2596,24980,8
12923,31696,10
49455,46548,8
15196,16849,9
52638,59871,16
24687,23294,9
51236,14441,15
46982,55051,11
59890,3798,16
17420,50253,10
20533,6814,8
46167,31685,7
51396,35178,8
6667,32987,8
15244,13891,18
27761,42503,4
52692,55224,12
3079,20462,16
20181,44832,10
27507,59407,11
1266,17757,8
12408,34394,7
11410,766,13
13009,31324,8
55644,10632,9
13566,16772,9
11945,2355,1
54006,35466,13
53914,55357,12
10520,46965,8
54897,22061,10
52724,16396,6
13948,44803,12
32490,48439,3
7470,47130,12
2510,45642,5
18616,49865,13
1428,46508,11
4578,44340,17
37151,26457,2
32528,18240,4
2529,14439,10
24212,46316,9
51341,46164,12
24210,59896,11
46432,7515,6
53734,1391,2
52504,26656,6
32163,5138,13
51025,25729,7
13121,14816,11
49833,6092,18
27347,10140,2
53365,5511,6
26721,40080,14
45397,12786,11
12204,58740,7
24710,36676,5
51679,32475,7
46101,43345,8
8463,57089,13
9825,16504,12
57039,23139,15
25636,43578,7
16408,29578,2
7004,53434,2
51407,15644,15
50355,24054,15
26905,51523,8
26959,12390,8
56581,34354,7
44197,38238,9
6401,53464,13
37668,59418,2
38359,28447,9
12148,13899,11
51929,16918,13
23264,37260,8
56222,8590,8
13647,28810,9
58789,54770,5
33473,3511,13
29044,26217,4
25747,57982,10
10897,41283,4
56862,29289,9
39715,32855,1
26777,41340,8
25762,5269,12
56424,23524,8
39796,3390,3
15483,23221,9
49550,50404,7
2396,52526,0
13697,9230,4
7182,16580,17
50508,13651,9
32359,16183,9
8211,7407,11
19780,19843,9
25358,57106,11
36411,33987,9
50909,40835,4
17214,42730,6
44149,18498,9
35877,11999,12
12552,48890,10
7720,13985,2
58770,27959,10
35385,35283,15
30728,54485,8
41891,27929,16
12546,17477,4
57330,25007,8
52321,4019,16
39221,37330,7
2219,20998,15
42063,4831,9
52835,15505,2
3384,37256,11
20979,85,8
56540,7121,10
21369,920,10
50601,358,6
35407,32158,4
28672,16087,3
22705,8241,4
7868,27516,13
39310,14962,9
34022,47475,9
14170,22698,14
35543,37477,15
38614,50424,0
10907,23126,7
50918,15067,3
12443,30976,11
27966,10614,18
7386,7518,16
31232,8244,15
31938,38828,9
32450,53772,4
35992,57924,2
2279,54218,12
29648,52368,6
27360,37296,9
2580,17463,12
45815,2047,5
59595,39527,0
23378,13078,5
17484,17285,6
25463,10388,16
10172,56332,4
48695,22394,4
5570,37975,5
37078,20389,17
14920,15155,12
59658,32258,6
35393,59519,3
17703,57700,7
44867,41770,0
39931,29096,7
43424,22212,12
8811,25003,2
49380,23825,6
14270,18717,12
11019,49062,5
44062,34932,12
38348,53215,12
31625,6658,3
50398,5560,5
23710,50603,12
46990,49314,7
18949,6829,10
21505,1770,10
33718,175,9
27033,19207,7
34066,2715,13
18763,58092,9
8620,56218,16
23054,48018,11
43521,42453,17
41249,36488,4
16096,30097,3
16784,29006,10
7063,46147,13
24475,20209,11
4118,47769,14
13359,12973,13
47261,11530,15
46901,33561,9
14799,51333,8
40800,13479,16
7292,3366,8
38473,36963,9
49162,58893,12
2437,30008,8
6168,12890,10
45825,40711,7
57172,25400,11
45752,32730,7
16814,51673,11
2552,37190,2
39261,3186,16
1507,20890,14
30373,44901,2
19607,18265,12
46606,51985,11
34234,49715,12
13349,37,6
59531,54045,11
44810,3985,11
29346,26680,14
138,17013,13
37504,34128,7
34680,39506,8
44039,24013,8
29215,16853,10
10204,18421,1
46579,19625,7
729,14015,13
52050,17017,15
25278,22755,8
34012,13984,8
21270,31716,4
32536,25517,3
30283,7568,11
45366,27759,2
48499,43082,10
36537,14311,0
13382,33420,12
24783,55959,11
5463,36178,15
18348,35127,17
53540,7473,8
55706,58631,15
1580,11129,4
16370,57148,12
11959,52422,8
35662,36638,9
50883,19474,11
55588,24846,0
4103,20654,9
32523,26297,6
20123,33720,4
23353,2520,5
19847,22044,4
36308,19313,14
5815,24098,4
58817,44009,13
39364,13466,6
31123,47814,8
36279,39796,5
56536,22901,10
26941,6414,4
35257,9902,2
34898,931,5
40437,9193,10
36583,20477,14
11008,53569,12
51545,40181,10
45300,18400,7
46445,15406,9
31111,121,4
33632,51825,12
39742,37753,13
35369,35978,12
39884,50817,9
35374,45762,18
53534,460,15
29539,42286,9
11246,31037,15
54017,20720,11
4503,23828,9
50916,4202,5
23212,3960,15
14333,24759,12
47366,56989,5
4204,8130,9
49550,43148,11
11936,46686,12
7971,46526,7
14106,59780,9
25855,58545,7
39769,3335,13
31045,8876,6
39105,45920,8
39731,13543,11
30708,42832,12
4149,3196,9
2575,41559,8
30562,12117,12
6846,52237,10
24010,52692,5
36716,47798,9
41835,34856,4
15780,53019,8
39991,16425,14
14142,39100,12
50326,51871,4
7657,1887,9
49743,7491,7
17572,10748,11
53766,35665,11
18931,16146,10
20923,24361,13
17765,43547,10
26428,16806,18
7520,47732,6
18805,37060,12
58219,11861,7
46600,41016,8
27899,11958,6
41123,34924,9
21750,16870,10
42399,35587,5
32441,23891,7
10320,15230,11
5569,7245,16
38189,2412,10
18206,1836,5
38524,2744,9
31205,6290,13
36986,23006,13
2291,47004,7
33293,38183,9
49224,43941,0
49836,43030,10
43560,18321,6
45533,37355,10
44312,13027,10
22869,55163,14
42186,6872,12
31235,43699,9
20891,35939,14
33061,11979,12
24101,57446,10
50454,26274,9
29395,6625,9
28072,22225,0
55666,7107,2
49671,59963,12
6731,41605,17
7112,35876,8
54050,15099,10
46890,21754,10
16489,52216,10
26031,5645,11
1829,52974,6
13269,6637,11
13886,33278,13
3334,38419,13
57697,10002,15
4405,49059,1
49153,22619,9
55430,43968,16
46840,10795,8
49834,54512,2
41770,27332,0
37791,36961,7
22204,31618,8
22879,48531,3
18385,42567,8
289,33102,10
50301,53329,10
23861,22698,11
43656,40976,9
36741,57790,2
58,1402,9
21918,36741,6
29038,32659,10
37821,6424,7
13323,36965,11
26447,58065,5
30037,56157,9
6409,6930,6
25089,20823,10
29480,25623,6
17978,43831,11
27461,9906,2
40678,4620,11
9961,38201,10
56751,25536,11
20724,792,8
47432,33161,9
11652,43845,13
38324,6747,9
21023,33163,2
8909,20611,6
8009,55164,11
28437,1102,7
34049,19695,9
58317,40130,6
57664,59157,10
5847,40763,8
2779,3931,17
24312,45300,14
16883,30185,16
32728,13137,8
45307,58834,5
39632,12062,13
4599,59915,6
58004,37125,17
36394,59369,10
56824,16200,4
54227,52860,14
31415,14942,6
39605,54815,9
31803,42980,9
532,48799,10
18328,36182,14
20148,16357,11
29778,29939,10
48537,56584,2
8327,15496,11
18244,55198,6
52382,19981,9
42730,29876,8
53451,21358,4
12199,23976,15
35884,32358,5
8677,38761,10
44771,39897,4
54065,37618,8
38800,32609,2
2499,14482,6
6168,38515,6
26214,54995,16
8113,35185,0
24447,45592,8
28905,26273,14
32518,49391,11
55752,38326,2
4912,53612,16
2598,4180,12
8025,58239,10
11722,52390,16
27238,58156,11
35173,22150,11
22789,32078,14
40638,11929,10
10926,2826,1
18656,46317,3
46731,9686,12
11429,49364,7
55239,28597,13
39970,11388,11
18127,50249,8
17508,43778,0
36885,10756,8
37500,13834,14
18358,54795,9
18042,54593,8
10745,1826,12
19262,54170,16
31161,42863,14
45169,18794,2
577,24215,2
1688,10582,8
25758,33976,10
59707,59387,4
11332,47299,11
19879,22276,12
38004,12746,8
5617,16690,7
19164,37952,15
4531,29728,12
44322,35857,7
11022,8030,9
35631,39560,4
45309,4426,12
40133,20836,9
34872,22537,12
41956,49370,1
44434,42185,7
48690,41100,4
13338,23321,7
33906,43340,9
10847,19039,10
47542,46767,9
23039,29009,11
36340,5090,8
21840,12069,18
12988,44130,8
48562,42571,13
24479,33965,9
2666,21160,14
19310,17332,15
32883,54246,8
58553,15409,3
59878,23399,1
47703,41741,11
41,12426,10
17353,7,5
2129,41449,5
59660,45098,11
13635,51529,7
3111,34504,10
2285,24401,17
41683,55115,0
55134,38893,6
53263,25301,12
20396,7871,12
9182,17779,3
48720,53122,6
17846,16081,1
18107,22764,7
28308,58612,12
35301,49636,7
35430,38255,8
29852,38529,8
47115,42638,9
498,41081,15
55058,53173,5
52558,37559,0
46384,27243,10
34940,28447,16
49805,24496,11
52396,19887,9
49565,41096,13
35779,8297,9
23584,13367,6
8099,183,12
22212,35893,15
23456,55408,8
868,58328,10
28471,53175,8
43790,54323,10
6295,15474,12
9536,55742,10
38478,11110,8
48119,41615,8
42038,13885,8
18865,30757,3
5475,41264,2
7886,21823,16
5796,8565,6
25169,39642,13
8818,11629,7
10446,24983,17
27106,56234,11
8086,50046,11
57324,9226,11
27706,59667,9
49572,30025,14
29052,34301,9
41440,1764,8
42397,23910,9
28992,12260,3
35581,33198,12
12905,31040,12
57559,28099,5
59578,13080,7
41766,45433,3
45368,31627,9
54945,47234,7
39997,33412,12
18335,31128,17
20125,6036,14
44883,34115,5
56862,24617,7
25564,15568,6
31137,7042,15
25137,28765,9
33999,39468,14
51130,14978,7
22425,4311,7
56735,33280,7
28052,49185,2
12058,1290,7
50815,44307,8
44482,71,8
51335,49436,13
18143,37196,10
59357,20019,11
39930,59923,7
43466,33339,4
18305,53952,16
55120,54077,12
51069,50317,9
47347,28391,7
57419,13792,14
9304,52693,10
11947,2399,11
21170,11003,3
52189,24697,5
43138,41825,13
14000,33123,8
50850,37929,6
52801,16387,6
16577,36671,10
45860,11322,12
14769,34784,8
1199,27791,4
29143,20488,3
37763,38712,5
31694,46009,12
46813,53759,10
41501,5299,17
46123,34346,13
22732,37465,10
726,46857,11
42406,17359,8
1326,35108,8
22500,50158,3
11565,46334,4
34581,26351,13
51825,30922,16
17900,12292,8
14255,23428,11
347,334,11
11550,1474,12
5861,359,6
38047,22276,8
37703,14907,8
44628,43003,2
50535,41496,15
59367,32175,12
18610,26118,10
33090,26827,3
5107,27774,10
49086,51892,0
45042,23060,0
15705,41665,16
40394,51024,6
24418,9040,6
42889,8283,12
53938,16419,10
41189,43492,5
45431,39059,11
3587,11670,5
6482,7899,13
26838,1144,10
31862,56203,6
48190,25696,8
707,42200,16
36625,23955,4
10755,33706,1
14821,27956,8
43904,16471,9
12681,44310,9
27537,9508,4
16589,6227,4
585,30113,8
19291,59646,15
50862,19931,8
13665,13180,14
41928,43742,13
42011,34415,14
8172,25940,1
33216,47826,9
44190,50230,6
43827,12816,5
9619,32500,12
55875,11101,13
57852,17768,13
46874,37986,11
32295,24494,10
9096,41330,7
35701,20329,5
23170,496,14
46268,30780,4
51181,24425,9
51926,28537,6
31940,26970,13
57632,58465,5
5730,30843,8
43882,41064,13
42496,49753,6
56390,51652,11
24707,50538,3
27200,24541,0
30804,26232,16
6922,54640,14
53927,58252,8
51409,35884,11
23167,49024,8
8409,51517,11
12877,52949,7
44046,35837,8
36769,34985,6
22087,24244,5
26904,51342,9
1701,11269,0
44424,15915,7
24248,9492,4
25132,21327,12
32364,42706,15
40896,59280,9
38096,1103,16
35568,19786,3
37480,43397,12
55943,15625,12
49237,53726,5
56867,51445,12
48676,4734,7
44597,45491,13
23659,3202,17
30822,52989,15
10908,541,8
59134,28559,7
7366,15448,10
48999,56180,14
11171,364,12
28478,20218,12
46453,54828,10
17820,3989,5
22602,55583,5
1534,5875,11
28489,8394,1
42489,35325,15
59928,43121,14
43093,26840,9
46382,8868,12
30594,17115,4
48623,7652,9
40597,17530,10
8866,31088,16
57510,57484,13
1593,47461,11
3249,53198,13
9590,10369,4
11212,7937,15
3497,28635,12
46635,43673,11
42653,42720,4
23057,53206,10
58330,55712,10
23337,53593,4
34954,58805,13
22310,12686,5
49514,38458,11
23663,13248,8
59714,40385,5
13014,39536,12
20783,15494,9
47051,24571,15
49232,37543,1
46009,45167,8
42815,40803,9
21679,5142,16
790,46075,3
23972,22956,6
39832,19946,14
40779,26890,5
11648,55263,10
11076,4093,16
47842,16445,10
32924,23394,13
34941,29116,15
43980,16621,10
22853,24782,9
43309,13579,3
47437,15692,6
6373,31127,6
1556,6158,13
56586,29686,11
50793,26919,14
42550,43888,18
56504,31504,6
46074,24498,14
29496,4741,8
21278,58624,10
56113,12840,14
39685,37600,8
21240,31116,7
26863,19482,3
463,57800,13
28521,25924,4
30937,38251,16
46041,32443,9
13477,30573,12
56553,21449,11
3543,26783,9
34811,52209,8
9929,42495,14
8975,47642,6
6698,24575,4
12910,48117,15
50888,37256,12
45323,41098,13
14534,27479,14
5332,49141,8
3618,55693,14
30701,42992,15
1860,53994,1
54443,44615,17
20400,48539,9
34483,38384,2
7257,22574,6
4624,51558,7
15872,56385,9
32480,54559,11
40397,21059,12
35222,52344,10
36573,28736,3
48039,53434,2
8583,40789,7
57673,14299,8
49026,28207,13
46926,18986,3
57362,34942,10
53768,58785,7
31680,4484,4
1460,34280,13
26270,38096,10
51605,19159,13
2131,32658,11
50770,36089,8
56235,54675,9
12486,58140,8
57625,44417,10
30438,44783,5
2495,39823,1
4584,1065,4
3402,2025,9
57501,50318,17
20758,35931,12
50388,19578,9
18082,7895,11
26652,31531,11
11062,20684,15
2486,44301,10
33098,27133,12
13208,22570,10
11425,37318,17
14604,8814,12
33081,33756,14
26848,54270,9
16193,1225,10
52282,23615,10
49531,12748,7
3230,16893,9
55597,58454,4
20660,28481,17
15506,44783,7
12234,19153,9
6607,22679,5
31007,15243,12
2740,54851,9
12594,25184,12
40451,13122,15
12549,33764,11
39398,53989,4
16269,32362,7
41807,23263,8
5255,45222,10
28306,36931,11
14904,28996,8
13035,48804,15
16073,8203,9
8193,27978,1
45160,9623,8
44340,4990,15
15377,19712,9
53304,11380,3
6825,7652,7
30084,50985,8
31641,54594,11
38047,24017,7
52904,11033,5
21626,16236,6
30849,49797,5
30479,13481,13
32394,22290,13
32250,12597,9
14044,20170,15
21027,50711,13
29123,11551,10
59013,46473,15
22041,29363,16
11073,56125,6
28362,3165,9
7543,57926,11
14110,25147,2
13811,27455,6
37009,48601,9
58518,27979,12
18162,32857,14
6509,54736,9
15289,36618,9
58197,33206,12
59219,40289,6
6868,55524,6
7645,30212,8
51719,56364,6
51234,56780,12
58028,57366,10
37496,22585,12
50709,49185,1
56473,30622,7
13562,20131,9
8922,26446,9
10393,1322,10
39408,6120,6
1420,50991,7
43842,46203,7
16428,30099,9
5288,40178,1
9308,38832,17
59309,54206,14
26115,2008,9
30723,46655,16
57400,2375,2
28084,1531,8
10133,48134,9
8297,7258,16
11793,1377,1
30965,10593,7
53015,113,6
49752,39444,10
38642,51865,6
35356,16588,11
15736,41718,10
13966,34874,9
20666,42503,10
3339,59354,3
40650,1455,15
18736,34560,14
48067,10079,12
52318,56148,6
15725,17243,10
45383,4942,1
58421,55489,8
26881,27068,1
25740,32749,12
25178,44089,6
49711,57636,15
18904,52395,7
17738,34752,4
26441,44621,12
43388,12327,12
55318,9999,11
48329,42762,13
27249,42758,9
6654,1915,2
12120,13162,16
2562,41638,10
50015,5831,11
3338,11265,13
53607,24144,7
23133,23035,9
38233,34219,12
25110,24446,10
40048,56846,15
1784,12742,13
16967,10324,16
39169,31991,8
1529,29805,3
18292,25925,10
8346,50577,5
15861,10291,10
582,24005,7
37350,41676,12
3988,40886,7
17491,44581,7
28126,48582,6
46383,46372,7
25325,57548,4
41944,986,7
19395,218,15
2536,25197,7
43796,24956,16
37976,11392,12
8754,49535,0
48809,5907,8
48034,50002,8
143,38281,5
4285,55800,12
4532,34370,5
29629,17088,11
8242,30260,15
36026,13534,12
39796,3178,4
7067,7283,6
32049,32323,9
23102,50787,18
4131,5481,9
31277,9417,6
509,45457,10
56518,17702,16
45630,25374,12
2795,23643,9
40629,2941,11
21333,16295,12
51058,45765,16
53518,30280,6
43596,15275,9
12900,41016,14
55177,45465,9
56208,724,8
12218,46010,3
47323,47161,16
9805,42478,16
19618,41034,16
21470,22286,10
41355,28159,8
57899,54842,10
18416,52280,13
52002,52027,4
20677,49809,12
42984,19945,10
57962,53857,0
20838,45039,10
39827,42886,11
27851,28361,9
44085,19566,17
49363,50367,3
57227,25414,4
8244,5846,15
57723,28644,13
25964,59867,12
9913,17888,4
17380,27761,9
45823,48022,1
36992,53174,1
33590,55654,7
33905,23088,5
50369,58861,3
35044,2229,15
32645,44257,14
51835,42087,5
41701,28323,9
52265,7127,6
6397,14768,13
4301,41551,13
31532,51631,10
25998,24946,16
37458,11834,8
46730,57563,17
2151,33816,5
27212,11228,4
12509,55509,9
8495,44733,9
49977,1505,14
29886,22529,8
18132,22349,1
25996,24132,6
26175,20150,4
32326,32568,1
32791,651,13
41987,33784,9
59532,30642,12
25327,29657,3
49070,44404,7
24057,24228,16
26998,47033,7
39217,7536,2
21066,9923,2
28824,11985,6
9309,50019,13
34434,29315,8
11645,37898,10
53206,51963,6
46029,13537,2
48371,42854,4
29892,47449,10
56005,52706,5
14131,40590,7
50105,16653,8
9618,53191,9
14166,28599,7
15925,22817,9
13892,4485,1
46684,36317,7
6485,56752,9
47252,26115,12
20807,29751,16
53063,27054,12
4175,2498,13
19294,34293,7
3838,40243,11
13086,42066,8
7549,2457,8
32945,25791,11
56930,32557,9
29552,45929,11
18601,45644,7
3576,18359,4
47943,16863,10
27919,3629,10
12411,22045,7
48324,47145,6
42743,19777,17
21822,16454,11
36210,7836,16
53795,37947,12
56235,43651,13
36391,26384,6
2423,3546,4
52476,13797,12
17714,6286,10
35414,28598,10
44933,18165,1
51824,31038,1
42150,52560,9
33555,12281,7
376,40976,6
48970,13214,4
36367,44403,17
43321,10487,15
39104,11018,10
12990,8334,5
6342,44629,3
4990,39112,12
54529,22444,7
47330,10078,6
41837,2418,2
37082,41429,5
8953,45102,16
36378,51968,17
29409,11646,4
34606,5107,3
2571,37014,6
47453,50214,10
30822,23948,14
54453,3771,8
52857,44743,5
15195,18034,15
5422,18003,9
11730,52009,15
26739,5661,11
11425,8439,17
25900,20663,15
55317,52657,2
55070,25531,3
28516,31370,2
56922,11692,6
22885,44021,6
40410,54336,16
19138,4693,13
35369,28244,6
6078,33096,11
14844,44761,13
56412,34479,10
56396,8036,17
5681,35295,9
51730,36505,11
7390,41303,11
6330,52215,6
29028,14521,7
13157,20506,2
21386,40164,11
25382,58948,9
22376,3528,11
41554,8331,2
8031,54086,14
27550,4746,4
1291,50091,14
34484,40873,9
17294,33330,5
28986,40798,13
22903,50218,5
25630,42472,5
50231,40316,12
33944,59838,17
18867,7049,10
25700,4532,2
39924,45266,12
13669,15466,10
32506,34575,13
15065,25541,6
38605,58559,4
37153,14846,1
31094,51328,13
21109,43654,4
36113,13861,10
11005,13383,7
46204,23994,3
24695,35012,2
53098,33026,9
3958,26418,14
54244,23898,15
24744,24298,8
116,8084,16
57686,42160,6
24789,56397,3
57200,36997,9
6107,56370,9
43676,30149,5
50988,42352,15
24161,33730,10
6588,2405,14
29246,16039,12
51678,56022,10
35512,3753,11
32972,50647,10
51374,32431,10
10542,37553,9
25024,28833,9
59064,8508,9
46410,38613,8
22380,22703,13
3665,27817,17
41535,28959,15
24285,549,12
2483,52305,0
18323,20076,8
26738,48206,12
12558,50383,12
34162,29962,4
35670,23715,9
27417,47583,6
54321,14401,12
31415,19477,14
54068,12496,15
55463,16574,10
28266,25935,7
16726,18430,12
34391,45327,8
16650,5436,4
25913,58967,14
6379,23056,10
23755,48928,5
15410,1265,12
49575,16863,4
40271,28679,11
12930,34817,6
993,22499,9
32086,49778,2
17628,34923,9
3989,21733,10
12233,39637,8
48037,2688,9
53314,11797,4
21817,51593,8
45496,51874,12
15676,42883,7
47589,1844,10
6263,8089,9
39878,46614,9
50824,26511,9
20175,43557,3
28313,18786,18
14436,46033,13
54193,35440,16
58488,59536,6
16231,38475,12
52502,43941,6
5060,41958,12
15643,50323,13
5538,31649,14
53719,27321,14
27776,48079,5
3370,30505,13
5201,12463,12
4511,49234,6
18657,58795,12
14066,19311,8
33840,53569,11
8126,43172,7
22469,29865,17
45370,23378,9
55825,40026,10
12381,40368,12
23855,59464,13
29800,36063,9
29145,28951,13
47200,30189,2
58079,13865,9
10100,55589,4
37768,29921,16
20350,59251,14
4742,23599,7
15605,5711,2
53184,21456,15
58526,9718,11
7006,46575,10
4847,27262,6
40082,3672,2
48734,20539,16
59552,23557,7
9200,31420,8
49239,41425,7
49644,21680,8
4449,51757,12
43893,5040,13
57707,11238,5
23993,16305,1
4725,1543,15
3040,40009,14
48739,35836,17
20654,16972,9
51938,37889,12
12951,51097,7
2652,6415,6
35513,5682,10
37724,47811,14
54637,10742,9
21991,43568,6
24321,19584,2
47255,34804,10
43572,45527,15
23341,12871,7
30404,47225,4
44252,45068,14
32933,44671,6
3708,42412,5
41904,5363,10
55692,57501,10
26367,48086,10
54766,29110,18
37457,17159,14
2841,9085,9
6667,41089,9
31655,27674,14
2044,36801,7
23563,7206,9
45776,20867,9
43337,33907,16
22969,57541,13
50399,23446,14
17554,54786,2
22862,11279,8
40869,32689,8
41959,2155,9
18992,34072,12
44391,25706,17
26698,57484,9
45312,20026,12
33595,33293,6
40108,19212,9
3117,35590,8
45172,54074,7
22703,12584,8
11115,29914,9
44728,20629,8
13455,25962,8
16083,55815,9
54892,44312,6
44131,8580,5
30141,10429,2
19982,26116,11
22504,16706,8
2095,9250,15
37600,30414,15
13927,34565,14
59117,21048,14
18160,18764,9
3785,15459,15
20315,27891,16
57172,50095,10
2079,1714,2
47438,31207,15
31586,842,10
21822,58152,13
19981,29919,15
33885,54595,7
37826,29022,12
38764,40213,9
2278,16200,2
46062,47651,6
24246,19561,13
59752,47480,6
56416,29913,10
59787,27852,3
56132,22422,13
4477,32837,14
16639,40183,10
37625,3611,7
41717,34282,8
32978,24315,13
29985,11252,9
573,20112,10
8013,30157,9
40915,38031,9
36056,8933,10
43089,8527,7
49946,22455,4
30566,6635,11
22059,7510,10
5081,45495,6
40148,49986,8
31540,59582,12
1975,27655,13
41382,15122,9
54077,49601,3
36049,57155,10
50509,49853,6
23280,24392,7
19311,34721,7
22538,47258,3
35719,36331,1
20773,36428,13
47016,39890,5
44882,26847,13
31438,37846,8
40032,5289,7
20222,56916,9
22058,5493,6
28092,27129,13
21699,33689,7
57297,13689,7
51951,56905,13
21924,8887,13
59464,30287,13
53519,9169,6
6080,7829,8
51654,10150,13
24228,58305,15
25518,25432,9
46876,54798,11
6748,6885,2
11698,9968,18
7900,942,12
22675,1292,12
55023,26963,4
49133,6450,9
13245,49906,13
25481,38483,7
19707,8290,15
45134,412,9
32344,19851,11
42945,37619,0
1987,43928,6
22332,4396,16
23231,22083,4
28080,50749,5
43239,33328,10
55094,23241,10
22551,36131,12
33685,10613,11
43433,30993,6
47113,19136,3
5857,19522,9
45890,33508,6
29105,47307,14
51390,4637,9
767,45368,9
22800,4079,8
56677,6490,10
42031,57827,7
41321,6051,14
30481,30320,7
6144,8819,7
15065,56137,0
23859,24468,11
22404,10691,3
56917,44779,5
37161,13305,8
51596,36100,8
51993,25424,12
12272,46711,13
24049,59809,11
42460,34460,9
15027,6682,5
6338,4342,9
32528,2185,5
3616,38257,15
17139,10260,6
55136,34767,10
41810,23517,3
40959,36813,7
22067,6175,5
39953,31754,15
50452,27911,2
1128,24979,8
3119,30705,10
18092,5861,10
39591,28215,12
38878,54948,14
32223,3797,4
40622,9378,3
42498,49973,15
56088,15347,6
5953,35995,8
46389,1364,15
10998,21684,9
57697,4813,9
51132,2045,10
29707,23771,15
24336,51372,4
19037,54446,11
21793,58291,8
25230,8320,6
9660,4963,13
4368,33232,18
11283,44824,13
9586,57257,12
3732,56015,10
37374,32188,7
3512,35585,12
21338,15122,12
50095,15116,12
7731,17431,9
18068,14016,7
21255,27402,8
37705,2459,6
24376,20508,10
37098,46520,8
55757,16158,14
368,45685,12
49844,26124,15
24079,35975,11
56488,37385,7
58270,27784,8
22263,19541,17
6148,59417,9
42457,42506,10
17329,36541,15
34212,43035,14
39872,27290,8
13458,35385,10
34850,27302,9
46498,48566,13
10583,42447,7
31139,5339,17
28724,6078,10
34609,1930,7
41731,23508,10
40167,57123,13
59641,53176,3
4953,42481,7
31770,51939,12
20563,49058,8
56867,23058,10
48928,53224,6
27300,42555,6
27995,56445,12
46903,15936,9
29835,25753,12
53837,38017,9
29253,27613,13
909,11392,6
11977,18148,3
10222,2351,17
18329,16547,7
36099,36513,12
48251,48274,5
6735,31011,8
44129,55303,13
36652,45769,8
20056,679,9
35249,35629,11
32540,33222,6
6650,28821,7
28059,41519,8
54171,54060,7
6333,2127,10
34968,14993,16
57179,9297,8
5408,46805,8
44958,58542,9
30158,19033,5
5662,49222,3
10874,37988,4
17879,105,6
14438,43735,14
52606,23582,15
13304,7105,10
34265,40423,8
48074,42550,10
43406,21196,2
4353,16456,9
6134,18047,15
22794,57212,9
54150,26696,7
20374,54324,9
12666,53937,0
28830,30917,13
59989,51342,13
22555,46786,5
37959,42566,12
51376,25149,11
8652,32069,5
19916,22016,13
16440,46726,8
4879,53987,12
4653,21384,8
10992,14378,2
51966,33210,6
705,32746,8
491,4024,8
13285,17890,8
55309,31713,14
41397,25843,10
42343,38385,7
19551,3611,9
5923,57125,9
32988,11571,13
20564,52248,6
17574,39864,11
12600,18779,9
49360,7493,11
51919,37290,10
30798,4541,9
54490,11328,13
9207,21447,8
25393,19757,15
11569,11493,7
27635,31436,11
56585,24696,3
53974,48817,7
28417,29848,7
2683,19281,12
4301,38751,7
5747,40514,6
53107,50159,9
17819,25571,7
30435,35821,8
12857,47926,16
37156,57517,5
3516,11190,9
48322,37622,3
37660,34233,9
49113,7289,7
40308,4623,8
27206,55664,0
33679,18682,11
51,25684,6
56399,15150,6
